"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.842105263157895,0,0.710526315789474,0,0.671052631578947,0,0.697368421052632,0,0.723684210526316,0,0.723684210526316,0,0.671052631578947,0,0.671052631578947,0,0.671052631578947,0,0.697368421052632,0
"2",0.802631578947368,0,0.697368421052632,0,0.671052631578947,0,0.697368421052632,0,0.723684210526316,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0,0.697368421052632,0,0.697368421052632,0
"3",0.763157894736842,0,0.75,0,0.763157894736842,0,0.75,0,0.763157894736842,0,0.763157894736842,0,0.723684210526316,0,0.723684210526316,0,0.763157894736842,0,0.75,0
"4",0.776315789473684,0,0.631578947368421,0,0.684210526315789,0,0.644736842105263,0,0.657894736842105,0,0.657894736842105,0,0.671052631578947,0,0.671052631578947,0,0.723684210526316,0,0.736842105263158,0
"5",0.763157894736842,0,0.75,0,0.776315789473684,0,0.763157894736842,0,0.75,0,0.75,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.75,0
"6",0.776315789473684,0,0.736842105263158,0,0.75,0,0.723684210526316,0,0.75,0,0.75,0,0.723684210526316,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0
"7",0.802631578947368,0,0.697368421052632,0,0.723684210526316,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0,0.684210526315789,0,0.684210526315789,0,0.723684210526316,0,0.684210526315789,0
"8",0.789473684210526,0,0.710526315789474,0,0.710526315789474,0,0.736842105263158,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.697368421052632,0,0.736842105263158,0
"9",0.802631578947368,0,0.671052631578947,0,0.697368421052632,0,0.684210526315789,0,0.671052631578947,0,0.684210526315789,0,0.684210526315789,0,0.684210526315789,0,0.710526315789474,0,0.736842105263158,0
"10",0.802631578947368,0,0.736842105263158,0,0.723684210526316,0,0.736842105263158,0,0.723684210526316,0,0.736842105263158,0,0.710526315789474,0,0.710526315789474,0,0.736842105263158,0,0.736842105263158,0
"11",0.736842105263158,0,0.723684210526316,0,0.710526315789474,0,0.763157894736842,0,0.723684210526316,0,0.723684210526316,0,0.736842105263158,0,0.736842105263158,0,0.684210526315789,0,0.736842105263158,0
"12",0.789473684210526,0,0.657894736842105,0,0.697368421052632,0,0.657894736842105,0,0.657894736842105,0,0.657894736842105,0,0.657894736842105,0,0.657894736842105,0,0.697368421052632,0,0.657894736842105,0
"13",0.815789473684211,0,0.631578947368421,0,0.657894736842105,0,0.618421052631579,0,0.644736842105263,0,0.644736842105263,0,0.631578947368421,0,0.644736842105263,0,0.671052631578947,0,0.657894736842105,0
"14",0.776315789473684,0,0.736842105263158,0,0.763157894736842,0,0.710526315789474,0,0.736842105263158,0,0.736842105263158,0,0.723684210526316,0,0.723684210526316,0,0.763157894736842,0,0.723684210526316,0
"15",0.776315789473684,0,0.736842105263158,0,0.763157894736842,0,0.75,0,0.75,0,0.75,0,0.723684210526316,0,0.710526315789474,0,0.736842105263158,0,0.75,0
"16",0.802631578947368,0,0.723684210526316,0,0.736842105263158,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0
"17",0.802631578947368,0,0.75,0,0.789473684210526,0,0.789473684210526,0,0.736842105263158,0,0.75,0,0.736842105263158,0,0.736842105263158,0,0.789473684210526,0,0.776315789473684,0
"18",0.75,0,0.736842105263158,0,0.763157894736842,0,0.736842105263158,0,0.723684210526316,0,0.723684210526316,0,0.697368421052632,0,0.697368421052632,0,0.684210526315789,0,0.723684210526316,0
"19",0.75,0,0.592105263157895,0,0.618421052631579,0,0.605263157894737,0,0.592105263157895,0,0.592105263157895,0,0.592105263157895,0,0.592105263157895,0,0.618421052631579,0,0.618421052631579,0
"20",0.815789473684211,0,0.684210526315789,0,0.697368421052632,0,0.684210526315789,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0
"21",0.710526315789474,0,0.75,0,0.75,0,0.763157894736842,0,0.75,0,0.75,0,0.697368421052632,0,0.697368421052632,0,0.684210526315789,0,0.684210526315789,0
"22",0.802631578947368,0,0.592105263157895,0,0.618421052631579,0,0.657894736842105,0,0.618421052631579,0,0.618421052631579,0,0.631578947368421,0,0.631578947368421,0,0.618421052631579,0,0.657894736842105,0
"23",0.815789473684211,0,0.671052631578947,0,0.697368421052632,0,0.671052631578947,0,0.671052631578947,0,0.671052631578947,0,0.684210526315789,0,0.684210526315789,0,0.710526315789474,0,0.710526315789474,0
"24",0.815789473684211,0,0.710526315789474,0,0.697368421052632,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.75,0
"25",0.789473684210526,0,0.723684210526316,0,0.75,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.736842105263158,0,0.723684210526316,0
"26",0.776315789473684,0,0.684210526315789,0,0.671052631578947,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.697368421052632,0,0.697368421052632,0,0.671052631578947,0,0.723684210526316,0
"27",0.802631578947368,0,0.789473684210526,0,0.763157894736842,0,0.75,0,0.789473684210526,0,0.789473684210526,0,0.697368421052632,0,0.697368421052632,0,0.736842105263158,0,0.723684210526316,0
"28",0.776315789473684,0,0.710526315789474,0,0.697368421052632,0,0.697368421052632,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.671052631578947,0,0.684210526315789,0
"29",0.75,0,0.710526315789474,0,0.710526315789474,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0,0.723684210526316,0,0.723684210526316,0,0.684210526315789,0,0.736842105263158,0
"30",0.763157894736842,0,0.723684210526316,0,0.75,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0,0.684210526315789,0,0.723684210526316,0
"31",0.75,0,0.75,0,0.789473684210526,0,0.75,0,0.75,0,0.75,0,0.736842105263158,0,0.736842105263158,0,0.789473684210526,0,0.75,0
"32",0.75,0,0.697368421052632,0,0.710526315789474,0,0.697368421052632,0,0.697368421052632,0,0.697368421052632,0,0.710526315789474,0,0.710526315789474,0,0.763157894736842,0,0.710526315789474,0
"33",0.776315789473684,0,0.657894736842105,0,0.697368421052632,0,0.723684210526316,0,0.671052631578947,0,0.684210526315789,0,0.710526315789474,0,0.710526315789474,0,0.697368421052632,0,0.736842105263158,0
"34",0.815789473684211,0,0.697368421052632,0,0.697368421052632,0,0.671052631578947,0,0.697368421052632,0,0.697368421052632,0,0.710526315789474,0,0.710526315789474,0,0.684210526315789,0,0.671052631578947,0
"35",0.776315789473684,0,0.723684210526316,0,0.75,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.75,0,0.736842105263158,0
"36",0.763157894736842,0,0.631578947368421,0,0.657894736842105,0,0.684210526315789,0,0.644736842105263,0,0.644736842105263,0,0.697368421052632,0,0.697368421052632,0,0.684210526315789,0,0.657894736842105,0
"37",0.789473684210526,0,0.710526315789474,0,0.723684210526316,0,0.75,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.75,0
"38",0.789473684210526,0,0.710526315789474,0,0.736842105263158,0,0.723684210526316,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.710526315789474,0,0.763157894736842,0,0.710526315789474,0
"39",0.763157894736842,0,0.736842105263158,0,0.75,0,0.723684210526316,0,0.736842105263158,0,0.736842105263158,0,0.75,0,0.75,0,0.763157894736842,0,0.736842105263158,0
"40",0.75,0,0.723684210526316,0,0.710526315789474,0,0.723684210526316,0,0.723684210526316,0,0.723684210526316,0,0.697368421052632,0,0.684210526315789,0,0.657894736842105,0,0.697368421052632,0
"41",0.789473684210526,0,0.763157894736842,0,0.697368421052632,0,0.75,0,0.763157894736842,0,0.763157894736842,0,0.763157894736842,0,0.763157894736842,0,0.763157894736842,0,0.763157894736842,0
"42",0.763157894736842,0,0.723684210526316,0,0.75,0,0.736842105263158,0,0.723684210526316,0,0.723684210526316,0,0.671052631578947,0,0.671052631578947,0,0.736842105263158,0,0.736842105263158,0
"43",0.802631578947368,0,0.671052631578947,0,0.710526315789474,0,0.644736842105263,0,0.684210526315789,0,0.684210526315789,0,0.657894736842105,0,0.657894736842105,0,0.618421052631579,0,0.657894736842105,0
"44",0.815789473684211,0,0.684210526315789,0,0.736842105263158,0,0.710526315789474,0,0.697368421052632,0,0.710526315789474,0,0.736842105263158,0,0.736842105263158,0,0.763157894736842,0,0.776315789473684,0
"45",0.789473684210526,0,0.657894736842105,0,0.684210526315789,0,0.697368421052632,0,0.657894736842105,0,0.657894736842105,0,0.671052631578947,0,0.671052631578947,0,0.684210526315789,0,0.684210526315789,0
